Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP9	NZ_JH724080.1	465144	465878	19	14
BOOTSTRAP9	NZ_JH724080.1	576042	576776	7	7
BOOTSTRAP9	NZ_JH724080.1	583726	584270	5	4
BOOTSTRAP9	NZ_JH724081.1	65913	66647	7	3
BOOTSTRAP9	NZ_JH724081.1	128351	129085	7	7
BOOTSTRAP9	NZ_JH724081.1	161231	161965	4	4
BOOTSTRAP9	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP9	NZ_JH724081.1	308654	309388	5	4
BOOTSTRAP9	NZ_JH724081.1	333049	333783	31	17
BOOTSTRAP9	NZ_JH724081.1	346334	347068	10	6
BOOTSTRAP9	NZ_JH724081.1	360493	361227	2	2
BOOTSTRAP9	NZ_JH724081.1	361828	362372	3	2
BOOTSTRAP9	NZ_JH724081.1	409540	410274	8	6
BOOTSTRAP9	NZ_JH724081.1	485886	486620	11	5
BOOTSTRAP9	NZ_JH724081.1	504763	505497	3	2
BOOTSTRAP9	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP9	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP9	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP9	NZ_JH724082.1	15792	16526	17	16
BOOTSTRAP9	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP9	NZ_JH724082.1	211583	212317	23	9
BOOTSTRAP10	NZ_JH724079.1	67578	68312	9	8
BOOTSTRAP10	NZ_JH724079.1	274534	275268	21	11
BOOTSTRAP10	NZ_JH724079.1	524767	525501	23	9
BOOTSTRAP10	NZ_JH724079.1	552265	552999	229	78
BOOTSTRAP10	NZ_JH724079.1	598995	599729	363	86
BOOTSTRAP10	NZ_JH724079.1	647503	648237	12	10
BOOTSTRAP10	NZ_JH724079.1	657177	657911	1381	1204
BOOTSTRAP10	NZ_JH724079.1	787220	787954	18	14
BOOTSTRAP10	NZ_JH724079.1	794357	795091	374	93
BOOTSTRAP10	NZ_JH724079.1	824145	824879	8	6
BOOTSTRAP10	NZ_JH724079.1	868394	869128	411	75
BOOTSTRAP10	NZ_JH724079.1	914721	915455	13	13
BOOTSTRAP10	NZ_JH724079.1	1069096	1069830	215	48
BOOTSTRAP10	NZ_JH724079.1	1144079	1144813	24	16
BOOTSTRAP10	NZ_JH724079.1	1280280	1281014	6	6
BOOTSTRAP10	NZ_JH724079.1	1432260	1432994	77	22
BOOTSTRAP10	NZ_JH724079.1	1519955	1520689	25	11
BOOTSTRAP10	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP10	NZ_JH724079.1	1654364	1655098	11	10
BOOTSTRAP10	NZ_JH724079.1	1706122	1706856	15	7
BOOTSTRAP10	NZ_JH724079.1	1760420	1761531	126	41
BOOTSTRAP10	NZ_JH724079.1	1774169	1774903	116	28
BOOTSTRAP10	NZ_JH724079.1	1900536	1901270	21	10
BOOTSTRAP10	NZ_JH724079.1	1953115	1953849	30	16
BOOTSTRAP10	NZ_JH724079.1	2193257	2193991	7	7
BOOTSTRAP10	NZ_JH724079.1	2201194	2201928	7	4
BOOTSTRAP10	NZ_JH724079.1	2426945	2427679	88	25
BOOTSTRAP10	NZ_JH724079.1	2450764	2451498	10	5
BOOTSTRAP10	NZ_JH724079.1	2522236	2522970	40	13
BOOTSTRAP10	NZ_JH724079.1	2612400	2613134	40	13
BOOTSTRAP10	NZ_JH724079.1	2671944	2672678	5	3
BOOTSTRAP10	NZ_JH724079.1	2672739	2673283	117	28
BOOTSTRAP10	NZ_JH724079.1	2777994	2778819	129	81
BOOTSTRAP10	NZ_JH724079.1	2800643	2802111	390	70
BOOTSTRAP10	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP10	NZ_JH724079.1	2814259	2814993	23	12
BOOTSTRAP10	NZ_JH724079.1	2845458	2846192	5	5
BOOTSTRAP10	NZ_JH724079.1	2914172	2914906	99	25
BOOTSTRAP10	NZ_JH724079.1	2965860	2966594	33	11
BOOTSTRAP10	NZ_JH724079.1	3009281	3009825	6	3
BOOTSTRAP10	NZ_JH724079.1	3189492	3190226	55	19
BOOTSTRAP10	NZ_JH724079.1	3192465	3193199	19	13
BOOTSTRAP10	NZ_JH724079.1	3229626	3230170	5	3
BOOTSTRAP10	NZ_JH724079.1	3243529	3244263	198	68
BOOTSTRAP10	NZ_JH724079.1	3264057	3264791	19	8
BOOTSTRAP10	NZ_JH724079.1	3370840	3371894	495	103
BOOTSTRAP10	NZ_JH724079.1	3423299	3424033	62	21
BOOTSTRAP10	NZ_JH724079.1	3585192	3585926	8	5
BOOTSTRAP10	NZ_JH724079.1	3624887	3625621	25	17
BOOTSTRAP10	NZ_JH724079.1	3689041	3689775	10	8
BOOTSTRAP10	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP10	NZ_JH724079.1	3763406	3764140	46	19
BOOTSTRAP10	NZ_JH724079.1	3813584	3814318	13	9
BOOTSTRAP10	NZ_JH724079.1	3982480	3983214	49	38
BOOTSTRAP10	NZ_JH724079.1	4000331	4000875	3	2
BOOTSTRAP10	NZ_JH724080.1	96489	97542	248	92
BOOTSTRAP10	NZ_JH724080.1	133931	134665	24	18
BOOTSTRAP10	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP10	NZ_JH724080.1	198643	199377	6	3
BOOTSTRAP10	NZ_JH724080.1	218104	218838	27	12
BOOTSTRAP10	NZ_JH724080.1	247177	247911	21	14
BOOTSTRAP10	NZ_JH724080.1	259942	260486	8	8
BOOTSTRAP10	NZ_JH724080.1	290857	291591	7	3
BOOTSTRAP10	NZ_JH724080.1	334280	335014	41	14
BOOTSTRAP10	NZ_JH724080.1	410206	410940	9	4
BOOTSTRAP10	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP10	NZ_JH724080.1	465144	465878	14	11
BOOTSTRAP10	NZ_JH724080.1	576042	576776	4	4
BOOTSTRAP10	NZ_JH724080.1	583726	584270	4	3
BOOTSTRAP10	NZ_JH724081.1	65913	66647	9	3
BOOTSTRAP10	NZ_JH724081.1	128351	129085	8	8
BOOTSTRAP10	NZ_JH724081.1	161231	161965	8	8
BOOTSTRAP10	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP10	NZ_JH724081.1	308654	309388	6	5
BOOTSTRAP10	NZ_JH724081.1	333049	333783	29	20
BOOTSTRAP10	NZ_JH724081.1	346334	347068	3	2
BOOTSTRAP10	NZ_JH724081.1	360493	361227	7	4
BOOTSTRAP10	NZ_JH724081.1	361828	362372	8	3
BOOTSTRAP10	NZ_JH724081.1	409540	410274	10	5
BOOTSTRAP10	NZ_JH724081.1	485886	486620	10	4
BOOTSTRAP10	NZ_JH724081.1	504763	505497	8	4
BOOTSTRAP10	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP10	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP10	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP10	NZ_JH724082.1	15792	16526	12	11
BOOTSTRAP10	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP10	NZ_JH724082.1	211583	212317	21	14
