Sample	Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1900536	1901270	12	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	1953115	1953849	17	10
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2193257	2193991	4	3
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2201194	2201928	7	4
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2426945	2427679	77	19
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2450764	2451498	8	4
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2522236	2522970	49	14
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2612400	2613134	40	17
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2671944	2672678	5	3
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2672739	2673283	100	29
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2777994	2778819	119	76
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2800643	2802111	399	74
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2814259	2814993	16	6
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2845458	2846192	9	8
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2914172	2914906	108	23
12-15-15	BOOTSTRAP8	NZ_JH724079.1	2965860	2966594	35	19
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3009281	3009825	7	2
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3189492	3190226	58	17
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3192465	3193199	14	11
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3229626	3230170	4	2
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3243529	3244263	198	65
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3264057	3264791	23	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3370840	3371894	441	100
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3423299	3424033	59	21
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3585192	3585926	14	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3624887	3625621	20	13
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3689041	3689775	7	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3763406	3764140	48	23
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3813584	3814318	11	7
12-15-15	BOOTSTRAP8	NZ_JH724079.1	3982480	3983214	40	31
12-15-15	BOOTSTRAP8	NZ_JH724079.1	4000331	4000875	1	1
12-15-15	BOOTSTRAP8	NZ_JH724080.1	96489	97542	259	101
12-15-15	BOOTSTRAP8	NZ_JH724080.1	133931	134665	27	17
12-15-15	BOOTSTRAP8	NZ_JH724080.1	196609	197153	1	1
12-15-15	BOOTSTRAP8	NZ_JH724080.1	198643	199377	4	2
12-15-15	BOOTSTRAP8	NZ_JH724080.1	218104	218838	26	10
12-15-15	BOOTSTRAP8	NZ_JH724080.1	247177	247911	37	28
12-15-15	BOOTSTRAP8	NZ_JH724080.1	259942	260486	15	15
12-15-15	BOOTSTRAP8	NZ_JH724080.1	290857	291591	10	5
12-15-15	BOOTSTRAP8	NZ_JH724080.1	334280	335014	53	13
12-15-15	BOOTSTRAP8	NZ_JH724080.1	410206	410940	10	5
12-15-15	BOOTSTRAP8	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP8	NZ_JH724080.1	465144	465878	12	9
12-15-15	BOOTSTRAP8	NZ_JH724080.1	576042	576776	4	4
12-15-15	BOOTSTRAP8	NZ_JH724080.1	583726	584270	5	4
12-15-15	BOOTSTRAP8	NZ_JH724081.1	65913	66647	6	3
12-15-15	BOOTSTRAP8	NZ_JH724081.1	128351	129085	1	1
12-15-15	BOOTSTRAP8	NZ_JH724081.1	161231	161965	4	4
12-15-15	BOOTSTRAP8	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP8	NZ_JH724081.1	308654	309388	4	3
12-15-15	BOOTSTRAP8	NZ_JH724081.1	333049	333783	33	20
12-15-15	BOOTSTRAP8	NZ_JH724081.1	346334	347068	9	9
12-15-15	BOOTSTRAP8	NZ_JH724081.1	360493	361227	6	5
12-15-15	BOOTSTRAP8	NZ_JH724081.1	361828	362372	10	4
12-15-15	BOOTSTRAP8	NZ_JH724081.1	409540	410274	7	4
12-15-15	BOOTSTRAP8	NZ_JH724081.1	485886	486620	12	5
12-15-15	BOOTSTRAP8	NZ_JH724081.1	504763	505497	5	3
12-15-15	BOOTSTRAP8	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP8	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP8	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP8	NZ_JH724082.1	15792	16526	16	15
12-15-15	BOOTSTRAP8	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP8	NZ_JH724082.1	211583	212317	18	7
12-15-15	BOOTSTRAP9	NZ_JH724079.1	67578	68312	13	9
12-15-15	BOOTSTRAP9	NZ_JH724079.1	274534	275268	23	11
12-15-15	BOOTSTRAP9	NZ_JH724079.1	524767	525501	32	17
12-15-15	BOOTSTRAP9	NZ_JH724079.1	552265	552999	247	87
12-15-15	BOOTSTRAP9	NZ_JH724079.1	598995	599729	346	81
12-15-15	BOOTSTRAP9	NZ_JH724079.1	647503	648237	15	13
12-15-15	BOOTSTRAP9	NZ_JH724079.1	657177	657911	1433	1255
12-15-15	BOOTSTRAP9	NZ_JH724079.1	787220	787954	28	16
12-15-15	BOOTSTRAP9	NZ_JH724079.1	794357	795091	334	66
12-15-15	BOOTSTRAP9	NZ_JH724079.1	824145	824879	16	11
12-15-15	BOOTSTRAP9	NZ_JH724079.1	868394	869128	372	65
12-15-15	BOOTSTRAP9	NZ_JH724079.1	914721	915455	13	13
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1069096	1069830	228	53
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1144079	1144813	37	20
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1280280	1281014	14	14
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1432260	1432994	59	25
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1519955	1520689	24	11
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1654364	1655098	14	14
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1706122	1706856	12	8
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1760420	1761531	148	60
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1774169	1774903	126	28
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1900536	1901270	14	7
12-15-15	BOOTSTRAP9	NZ_JH724079.1	1953115	1953849	17	7
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2193257	2193991	15	14
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2201194	2201928	5	3
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2426945	2427679	67	21
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2450764	2451498	9	4
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2522236	2522970	41	14
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2612400	2613134	31	16
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2671944	2672678	8	4
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2672739	2673283	104	32
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2777994	2778819	127	70
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2800643	2802111	399	67
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2814259	2814993	25	13
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2845458	2846192	6	6
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2914172	2914906	106	33
12-15-15	BOOTSTRAP9	NZ_JH724079.1	2965860	2966594	38	14
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3009281	3009825	10	3
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3189492	3190226	61	18
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3192465	3193199	16	11
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3229626	3230170	4	2
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3243529	3244263	165	63
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3264057	3264791	24	12
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3370840	3371894	464	111
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3423299	3424033	78	24
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3585192	3585926	6	3
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3624887	3625621	21	12
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3689041	3689775	13	12
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3763406	3764140	54	26
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3813584	3814318	5	4
12-15-15	BOOTSTRAP9	NZ_JH724079.1	3982480	3983214	37	33
12-15-15	BOOTSTRAP9	NZ_JH724079.1	4000331	4000875	2	2
12-15-15	BOOTSTRAP9	NZ_JH724080.1	96489	97542	255	93
12-15-15	BOOTSTRAP9	NZ_JH724080.1	133931	134665	13	8
12-15-15	BOOTSTRAP9	NZ_JH724080.1	196609	197153	1	1
12-15-15	BOOTSTRAP9	NZ_JH724080.1	198643	199377	1	1
12-15-15	BOOTSTRAP9	NZ_JH724080.1	218104	218838	19	8
12-15-15	BOOTSTRAP9	NZ_JH724080.1	247177	247911	27	22
12-15-15	BOOTSTRAP9	NZ_JH724080.1	259942	260486	15	15
12-15-15	BOOTSTRAP9	NZ_JH724080.1	290857	291591	10	4
12-15-15	BOOTSTRAP9	NZ_JH724080.1	334280	335014	49	16
12-15-15	BOOTSTRAP9	NZ_JH724080.1	410206	410940	7	5
12-15-15	BOOTSTRAP9	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP9	NZ_JH724080.1	465144	465878	19	14
12-15-15	BOOTSTRAP9	NZ_JH724080.1	576042	576776	7	7
12-15-15	BOOTSTRAP9	NZ_JH724080.1	583726	584270	5	4
12-15-15	BOOTSTRAP9	NZ_JH724081.1	65913	66647	7	3
12-15-15	BOOTSTRAP9	NZ_JH724081.1	128351	129085	7	7
12-15-15	BOOTSTRAP9	NZ_JH724081.1	161231	161965	4	4
12-15-15	BOOTSTRAP9	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP9	NZ_JH724081.1	308654	309388	5	4
12-15-15	BOOTSTRAP9	NZ_JH724081.1	333049	333783	31	17
12-15-15	BOOTSTRAP9	NZ_JH724081.1	346334	347068	10	6
12-15-15	BOOTSTRAP9	NZ_JH724081.1	360493	361227	2	2
12-15-15	BOOTSTRAP9	NZ_JH724081.1	361828	362372	3	2
12-15-15	BOOTSTRAP9	NZ_JH724081.1	409540	410274	8	6
12-15-15	BOOTSTRAP9	NZ_JH724081.1	485886	486620	11	5
12-15-15	BOOTSTRAP9	NZ_JH724081.1	504763	505497	3	2
12-15-15	BOOTSTRAP9	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP9	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP9	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP9	NZ_JH724082.1	15792	16526	17	16
12-15-15	BOOTSTRAP9	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP9	NZ_JH724082.1	211583	212317	23	9
12-15-15	BOOTSTRAP10	NZ_JH724079.1	67578	68312	9	8
12-15-15	BOOTSTRAP10	NZ_JH724079.1	274534	275268	21	11
12-15-15	BOOTSTRAP10	NZ_JH724079.1	524767	525501	23	9
12-15-15	BOOTSTRAP10	NZ_JH724079.1	552265	552999	229	78
12-15-15	BOOTSTRAP10	NZ_JH724079.1	598995	599729	363	86
12-15-15	BOOTSTRAP10	NZ_JH724079.1	647503	648237	12	10
12-15-15	BOOTSTRAP10	NZ_JH724079.1	657177	657911	1381	1204
12-15-15	BOOTSTRAP10	NZ_JH724079.1	787220	787954	18	14
12-15-15	BOOTSTRAP10	NZ_JH724079.1	794357	795091	374	93
12-15-15	BOOTSTRAP10	NZ_JH724079.1	824145	824879	8	6
12-15-15	BOOTSTRAP10	NZ_JH724079.1	868394	869128	411	75
12-15-15	BOOTSTRAP10	NZ_JH724079.1	914721	915455	13	13
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1069096	1069830	215	48
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1144079	1144813	24	16
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1280280	1281014	6	6
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1432260	1432994	77	22
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1519955	1520689	25	11
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1591290	1591834	1	1
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1654364	1655098	11	10
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1706122	1706856	15	7
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1760420	1761531	126	41
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1774169	1774903	116	28
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1900536	1901270	21	10
12-15-15	BOOTSTRAP10	NZ_JH724079.1	1953115	1953849	30	16
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2193257	2193991	7	7
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2201194	2201928	7	4
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2426945	2427679	88	25
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2450764	2451498	10	5
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2522236	2522970	40	13
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2612400	2613134	40	13
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2671944	2672678	5	3
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2672739	2673283	117	28
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2777994	2778819	129	81
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2800643	2802111	390	70
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2810204	2810748	0	0
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2814259	2814993	23	12
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2845458	2846192	5	5
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2914172	2914906	99	25
12-15-15	BOOTSTRAP10	NZ_JH724079.1	2965860	2966594	33	11
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3009281	3009825	6	3
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3189492	3190226	55	19
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3192465	3193199	19	13
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3229626	3230170	5	3
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3243529	3244263	198	68
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3264057	3264791	19	8
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3370840	3371894	495	103
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3423299	3424033	62	21
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3585192	3585926	8	5
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3624887	3625621	25	17
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3689041	3689775	10	8
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3690787	3691331	0	0
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3763406	3764140	46	19
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3813584	3814318	13	9
12-15-15	BOOTSTRAP10	NZ_JH724079.1	3982480	3983214	49	38
12-15-15	BOOTSTRAP10	NZ_JH724079.1	4000331	4000875	3	2
12-15-15	BOOTSTRAP10	NZ_JH724080.1	96489	97542	248	92
12-15-15	BOOTSTRAP10	NZ_JH724080.1	133931	134665	24	18
12-15-15	BOOTSTRAP10	NZ_JH724080.1	196609	197153	1	1
12-15-15	BOOTSTRAP10	NZ_JH724080.1	198643	199377	6	3
12-15-15	BOOTSTRAP10	NZ_JH724080.1	218104	218838	27	12
12-15-15	BOOTSTRAP10	NZ_JH724080.1	247177	247911	21	14
12-15-15	BOOTSTRAP10	NZ_JH724080.1	259942	260486	8	8
12-15-15	BOOTSTRAP10	NZ_JH724080.1	290857	291591	7	3
12-15-15	BOOTSTRAP10	NZ_JH724080.1	334280	335014	41	14
12-15-15	BOOTSTRAP10	NZ_JH724080.1	410206	410940	9	4
12-15-15	BOOTSTRAP10	NZ_JH724080.1	424217	424761	0	0
12-15-15	BOOTSTRAP10	NZ_JH724080.1	465144	465878	14	11
12-15-15	BOOTSTRAP10	NZ_JH724080.1	576042	576776	4	4
12-15-15	BOOTSTRAP10	NZ_JH724080.1	583726	584270	4	3
12-15-15	BOOTSTRAP10	NZ_JH724081.1	65913	66647	9	3
12-15-15	BOOTSTRAP10	NZ_JH724081.1	128351	129085	8	8
12-15-15	BOOTSTRAP10	NZ_JH724081.1	161231	161965	8	8
12-15-15	BOOTSTRAP10	NZ_JH724081.1	196336	196880	0	0
12-15-15	BOOTSTRAP10	NZ_JH724081.1	308654	309388	6	5
12-15-15	BOOTSTRAP10	NZ_JH724081.1	333049	333783	29	20
12-15-15	BOOTSTRAP10	NZ_JH724081.1	346334	347068	3	2
12-15-15	BOOTSTRAP10	NZ_JH724081.1	360493	361227	7	4
12-15-15	BOOTSTRAP10	NZ_JH724081.1	361828	362372	8	3
12-15-15	BOOTSTRAP10	NZ_JH724081.1	409540	410274	10	5
12-15-15	BOOTSTRAP10	NZ_JH724081.1	485886	486620	10	4
12-15-15	BOOTSTRAP10	NZ_JH724081.1	504763	505497	8	4
12-15-15	BOOTSTRAP10	NZ_JH724081.1	508475	509019	0	0
12-15-15	BOOTSTRAP10	NZ_JH724082.1	6999	7543	0	0
12-15-15	BOOTSTRAP10	NZ_JH724082.1	9923	10467	0	0
12-15-15	BOOTSTRAP10	NZ_JH724082.1	15792	16526	12	11
12-15-15	BOOTSTRAP10	NZ_JH724082.1	197654	198198	0	0
12-15-15	BOOTSTRAP10	NZ_JH724082.1	211583	212317	21	14
3-1-16	EMPIRICAL	NZ_JH724079.1	67578	68312	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	274534	275268	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	524767	525501	2	1
3-1-16	EMPIRICAL	NZ_JH724079.1	552265	552999	170	62
3-1-16	EMPIRICAL	NZ_JH724079.1	598995	599729	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	647503	648237	7	7
3-1-16	EMPIRICAL	NZ_JH724079.1	657177	657911	1966	1495
3-1-16	EMPIRICAL	NZ_JH724079.1	787220	787954	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	794357	795091	321	102
3-1-16	EMPIRICAL	NZ_JH724079.1	824145	824879	54	24
3-1-16	EMPIRICAL	NZ_JH724079.1	868394	869128	380	87
3-1-16	EMPIRICAL	NZ_JH724079.1	914721	915455	18	18
3-1-16	EMPIRICAL	NZ_JH724079.1	1069096	1069830	193	52
3-1-16	EMPIRICAL	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1280280	1281014	950	949
3-1-16	EMPIRICAL	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1591290	1591834	308	85
3-1-16	EMPIRICAL	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1706122	1706856	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	1760420	1761531	1912	456
3-1-16	EMPIRICAL	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2426945	2427679	45	15
3-1-16	EMPIRICAL	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2522236	2522970	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2672739	2673283	37	16
3-1-16	EMPIRICAL	NZ_JH724079.1	2777994	2778819	101	64
3-1-16	EMPIRICAL	NZ_JH724079.1	2800643	2802111	1910	504
3-1-16	EMPIRICAL	NZ_JH724079.1	2810204	2810748	11	4
3-1-16	EMPIRICAL	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2845458	2846192	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3009281	3009825	2736	705
3-1-16	EMPIRICAL	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3229626	3230170	642	247
3-1-16	EMPIRICAL	NZ_JH724079.1	3243529	3244263	203	72
3-1-16	EMPIRICAL	NZ_JH724079.1	3264057	3264791	1	1
3-1-16	EMPIRICAL	NZ_JH724079.1	3370840	3371894	332	88
3-1-16	EMPIRICAL	NZ_JH724079.1	3423299	3424033	36	11
3-1-16	EMPIRICAL	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3689041	3689775	3	2
3-1-16	EMPIRICAL	NZ_JH724079.1	3690787	3691331	113	38
3-1-16	EMPIRICAL	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	3813584	3814318	5	5
3-1-16	EMPIRICAL	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	EMPIRICAL	NZ_JH724079.1	4000331	4000875	30	10
3-1-16	EMPIRICAL	NZ_JH724080.1	96489	97542	229	75
3-1-16	EMPIRICAL	NZ_JH724080.1	133931	134665	0	0
3-1-16	EMPIRICAL	NZ_JH724080.1	196609	197153	109	32
3-1-16	EMPIRICAL	NZ_JH724080.1	198643	199377	16	9
3-1-16	EMPIRICAL	NZ_JH724080.1	218104	218838	1	1
3-1-16	EMPIRICAL	NZ_JH724080.1	247177	247911	0	0
3-1-16	EMPIRICAL	NZ_JH724080.1	259942	260486	15	12
3-1-16	EMPIRICAL	NZ_JH724080.1	290857	291591	0	0
3-1-16	EMPIRICAL	NZ_JH724080.1	334280	335014	300	81
3-1-16	EMPIRICAL	NZ_JH724080.1	410206	410940	1564	470
3-1-16	EMPIRICAL	NZ_JH724080.1	424217	424761	33	12
3-1-16	EMPIRICAL	NZ_JH724080.1	465144	465878	0	0
3-1-16	EMPIRICAL	NZ_JH724080.1	576042	576776	0	0
3-1-16	EMPIRICAL	NZ_JH724080.1	583726	584270	11	6
3-1-16	EMPIRICAL	NZ_JH724081.1	65913	66647	0	0
3-1-16	EMPIRICAL	NZ_JH724081.1	128351	129085	0	0
3-1-16	EMPIRICAL	NZ_JH724081.1	161231	161965	0	0
3-1-16	EMPIRICAL	NZ_JH724081.1	196336	196880	23	10
3-1-16	EMPIRICAL	NZ_JH724081.1	308654	309388	992	327
3-1-16	EMPIRICAL	NZ_JH724081.1	333049	333783	1	1
3-1-16	EMPIRICAL	NZ_JH724081.1	346334	347068	0	0
3-1-16	EMPIRICAL	NZ_JH724081.1	360493	361227	1	1
3-1-16	EMPIRICAL	NZ_JH724081.1	361828	362372	1997	495
3-1-16	EMPIRICAL	NZ_JH724081.1	409540	410274	5	3
3-1-16	EMPIRICAL	NZ_JH724081.1	485886	486620	0	0
3-1-16	EMPIRICAL	NZ_JH724081.1	504763	505497	1	1
3-1-16	EMPIRICAL	NZ_JH724081.1	508475	509019	62	25
3-1-16	EMPIRICAL	NZ_JH724082.1	6999	7543	17	8
3-1-16	EMPIRICAL	NZ_JH724082.1	9923	10467	6	3
3-1-16	EMPIRICAL	NZ_JH724082.1	15792	16526	1	1
3-1-16	EMPIRICAL	NZ_JH724082.1	197654	198198	4	2
3-1-16	EMPIRICAL	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	67578	68312	1	1
3-1-16	BOOTSTRAP1	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	524767	525501	5	3
3-1-16	BOOTSTRAP1	NZ_JH724079.1	552265	552999	187	70
3-1-16	BOOTSTRAP1	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	647503	648237	13	13
3-1-16	BOOTSTRAP1	NZ_JH724079.1	657177	657911	1999	1526
3-1-16	BOOTSTRAP1	NZ_JH724079.1	787220	787954	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	794357	795091	326	101
3-1-16	BOOTSTRAP1	NZ_JH724079.1	824145	824879	58	28
3-1-16	BOOTSTRAP1	NZ_JH724079.1	868394	869128	363	81
3-1-16	BOOTSTRAP1	NZ_JH724079.1	914721	915455	26	26
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1069096	1069830	199	57
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1280280	1281014	1010	1010
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1591290	1591834	281	79
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1706122	1706856	2	2
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1760420	1761531	1900	452
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2426945	2427679	42	19
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2522236	2522970	1	1
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2672739	2673283	29	11
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2777994	2778819	114	71
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2800643	2802111	1879	477
3-1-16	BOOTSTRAP1	NZ_JH724079.1	2810204	2810748	9	4
